wl,n,k
1.986,1.728,0.02499
1.988,1.728,0.02499
1.99,1.728,0.025
1.992,1.728,0.02501
1.994,1.72799,0.02502
1.996,1.72799,0.02503
1.998,1.72799,0.02502
2,1.728,0.025
2.002,1.72801,0.02496
2.004,1.72802,0.02491
2.006,1.72803,0.02489
2.008,1.72802,0.02491
2.01,1.728,0.025
2.012,1.72795,0.02516
2.014,1.72791,0.02538
2.016,1.72788,0.02562
2.018,1.72791,0.02584
2.02,1.728,0.026
2.022,1.72818,0.02609
2.024,1.72841,0.02611
2.026,1.72865,0.02609
2.028,1.72886,0.02604
2.03,1.729,0.026
2.032,1.72904,0.02598
2.034,1.72902,0.02597
2.036,1.72898,0.02598
2.038,1.72895,0.02599
2.04,1.729,0.026
2.042,1.72914,0.02601
2.044,1.72936,0.02601
2.046,1.7296,0.02601
2.048,1.72983,0.026
2.05,1.73,0.026
2.052,1.73009,0.026
2.054,1.73011,0.026
2.056,1.73008,0.026
2.058,1.73004,0.026
2.06,1.73,0.026
2.062,1.72999,0.026
2.064,1.73,0.026
2.066,1.73001,0.026
2.068,1.73002,0.026
2.07,1.73,0.026
2.072,1.72995,0.026
2.074,1.7299,0.026
2.076,1.72987,0.026
2.078,1.7299,0.026
2.08,1.73,0.026
2.082,1.7302,0.026
2.084,1.73046,0.026
2.086,1.73072,0.026
2.088,1.73091,0.026
2.09,1.731,0.026
2.092,1.73093,0.026
2.094,1.73075,0.026
2.096,1.7305,0.026
2.098,1.73023,0.026
2.1,1.73,0.026
2.102,1.72985,0.026
2.104,1.72977,0.026
2.106,1.72978,0.026
2.108,1.72985,0.026
2.11,1.73,0.026
2.112,1.73021,0.026
2.114,1.73044,0.026
2.116,1.73068,0.026
2.118,1.73087,0.026
2.12,1.731,0.026
2.122,1.73104,0.026
2.124,1.73101,0.026
2.126,1.73097,0.026
2.128,1.73095,0.026
2.13,1.731,0.026
2.132,1.73114,0.026
2.134,1.73136,0.026
2.136,1.7316,0.026
2.138,1.73183,0.026
2.14,1.732,0.026
2.142,1.73209,0.026
2.144,1.73211,0.026
2.146,1.73208,0.026
2.148,1.73204,0.026
